date,elec1,elec2,elec3,elec4,elec5
2014-09-18,175.54999999999995,563.7600000000001,410.26399999999995,605.7599999999999,0.0
2014-09-19,209.1,511.2799999999998,382.07999999999987,615.12,0.0
2014-09-20,123.2,315.35999999999996,172.21499999999995,297.0,0.0
2014-09-21,111.04999999999998,322.94,143.79600000000002,287.26000000000005,0.0
2014-09-22,142.60000000000002,554.8400000000001,429.72299999999996,589.72,0.0
2014-09-23,145.69999999999996,546.0800000000002,448.6700000000001,610.06,0.0
2014-09-24,152.25,522.9000000000001,434.2329999999999,595.34,0.0
2014-09-25,140.54999999999998,523.24,393.54100000000005,582.94,0.0
2014-09-26,141.29999999999998,500.62000000000006,381.261,557.6800000000001,0.0
2014-09-27,115.39999999999996,319.76,114.608,278.90000000000003,0.0
2014-09-28,122.49999999999999,327.76,134.678,279.9599999999999,0.0
2014-09-29,163.75000000000003,526.6,428.80000000000007,602.1800000000002,0.0
2014-09-30,161.14999999999998,537.9200000000001,447.53900000000004,606.9399999999998,0.0
2014-10-01,136.69999999999996,504.0199999999999,398.494,558.7599999999999,0.0
2014-10-02,162.30000000000004,496.9999999999999,394.038,551.3,0.0
2014-10-03,149.75000000000003,498.14000000000004,402.387,572.34,0.0
2014-10-04,75.95,310.0999999999999,118.075,339.03999999999996,0.0
2014-10-05,69.1,331.8599999999999,151.15200000000002,294.82,0.0
2014-10-06,221.20000000000002,517.54,434.50500000000005,596.2000000000002,0.0
2014-10-07,247.14999999999998,530.02,456.58799999999997,600.0799999999999,0.0
2014-10-08,184.35,516.2799999999999,398.368,578.2199999999999,0.0
2014-10-09,138.95,539.1199999999999,501.927,582.0200000000002,0.0
2014-10-10,140.34999999999997,526.4200000000001,404.0270000000001,579.6,0.0
2014-10-11,71.14999999999999,320.99999999999994,177.179,248.49999999999997,0.0
2014-10-12,65.60000000000001,334.6600000000001,154.494,250.16,0.0
2014-10-13,199.9,521.5600000000001,418.839,595.2200000000003,0.0
2014-10-14,230.54999999999995,515.36,436.58599999999996,565.6400000000001,0.0
2014-10-15,160.24999999999997,527.4800000000001,460.0530000000001,568.3800000000002,0.0
2014-10-16,206.05,517.92,419.9890000000001,583.42,0.0
2014-10-17,203.54999999999993,516.26,420.30800000000005,568.36,0.0
2014-10-18,80.20000000000003,312.1999999999999,119.49700000000001,289.48,0.0
2014-10-19,76.79999999999997,314.72,126.715,298.06,0.0
2014-10-20,143.04999999999995,522.8600000000001,453.6089999999999,593.2,0.0
2014-10-21,132.20000000000005,514.0600000000001,469.547,580.9799999999999,0.0
2014-10-22,123.3,519.92,432.64700000000005,600.9399999999998,0.0
2014-10-23,151.1,521.3199999999998,460.929,613.3,0.0
2014-10-24,125.45000000000002,511.64,418.424,576.66,0.0
2014-10-25,64.5,326.53999999999996,122.10700000000004,288.52000000000004,0.0
2014-10-26,63.00000000000001,337.20000000000005,141.26200000000003,291.58000000000004,0.0
2014-10-27,141.65,535.9600000000002,452.09100000000007,611.46,0.0
2014-10-28,186.94999999999996,512.2000000000002,394.304,620.8999999999999,0.0
2014-10-29,229.49999999999997,528.56,412.29900000000004,591.16,0.0
2014-10-30,210.70000000000007,513.98,417.27299999999997,599.4000000000002,0.0
2014-10-31,160.65,520.74,391.558,627.0199999999999,0.0
2014-11-01,80.65000000000002,369.06,134.78199999999998,319.7,0.0
2014-11-02,71.29999999999998,396.62,145.48799999999997,308.1200000000001,0.0
2014-11-03,181.54999999999998,598.98,416.597,619.2399999999999,0.0
2014-11-04,220.09999999999997,630.74,465.26999999999987,625.5600000000003,0.0
2014-11-05,231.94999999999996,677.54,467.31800000000004,628.14,0.0
2014-11-06,270.30000000000007,688.24,433.6590000000001,656.3599999999999,0.0
2014-11-07,258.4,622.4,454.47999999999996,659.02,0.0
2014-11-08,168.65,475.0400000000001,120.82600000000002,288.46000000000004,0.0
2014-11-09,171.5,486.08,128.868,286.67999999999995,0.0
2014-11-10,218.70000000000002,670.62,466.57700000000006,701.96,0.0
2014-11-11,172.84999999999997,648.1599999999997,443.5970000000001,716.2200000000003,0.0
2014-11-12,167.69999999999993,608.9399999999999,455.3149999999999,709.2800000000003,0.0
2014-11-13,166.6,599.0200000000002,426.177,682.34,0.0
2014-11-14,189.95000000000002,591.5,434.29200000000003,669.2,0.0
2014-11-15,162.75,417.74000000000007,120.35600000000001,275.02,0.0
2014-11-16,164.70000000000002,435.3999999999999,160.69200000000006,268.41999999999996,0.0
2014-11-17,245.60000000000008,625.7400000000002,485.58,687.6600000000001,0.0
2014-11-18,223.6,649.2999999999998,450.9689999999998,688.6,0.0
2014-11-19,197.64999999999992,625.7199999999999,402.78100000000006,689.3199999999999,0.0
2014-11-20,203.85000000000005,641.2600000000001,414.12300000000005,683.7600000000001,0.0
2014-11-21,218.95000000000002,590.9799999999999,511.0399999999999,733.9000000000001,0.0
2014-11-22,133.35000000000002,419.9200000000001,118.91600000000001,368.22,0.0
2014-11-23,141.45000000000002,447.9599999999999,164.235,332.65999999999985,0.0
2014-11-24,249.2,701.1400000000001,479.17799999999994,715.5199999999998,0.0
2014-11-25,273.7999999999999,727.0999999999999,477.05100000000004,714.6199999999999,0.0
2014-11-26,262.70000000000005,726.7399999999999,480.95399999999995,653.44,0.0
