length,elec1
00:00,1.2296370656370652
00:30,1.2035402298850568
01:00,1.2222490421455938
01:30,1.212022988505747
02:00,1.205831417624521
02:30,1.2383218390804593
03:00,1.183578544061303
03:30,1.2470268199233716
04:00,1.187498084291188
04:30,1.2363639846743295
05:00,1.181670498084291
05:30,1.2379233716475098
06:00,1.169563218390805
06:30,1.2180191570881227
07:00,1.2915210727969353
07:30,1.2552567049808427
08:00,1.3621724137931026
08:30,1.4398965517241378
09:00,1.837808429118773
09:30,2.0255823754789284
10:00,1.7226551724137928
10:30,1.6117241379310348
11:00,1.6016513409961686
11:30,1.6269808429118777
12:00,1.5918084291187748
12:30,1.5345172413793104
13:00,1.527245210727969
13:30,1.6470459770114945
14:00,1.740444444444445
14:30,1.7252375478927207
15:00,1.6545747126436776
15:30,1.599095785440613
16:00,1.5780957854406128
16:30,1.556126436781609
17:00,1.7313218390804606
17:30,2.2171609195402295
18:00,2.339544061302682
18:30,2.55063601532567
19:00,2.6016360153256723
19:30,2.3926704980842906
20:00,2.2140651340996182
20:30,2.0752260536398457
21:00,1.892593869731801
21:30,1.5732758620689657
22:00,1.3611570881226052
22:30,1.3455363984674333
23:00,1.2008697318007666
23:30,1.1908850574712644
