length,elec1
00:00,5.346634615384614
00:30,5.2951923076923055
01:00,5.26923076923077
01:30,5.259615384615383
02:00,5.240865384615384
02:30,5.239423076923076
03:00,5.2264423076923086
03:30,5.231249999999999
04:00,5.269711538461539
04:30,5.265865384615385
05:00,5.406730769230772
05:30,5.555288461538459
06:00,5.736057692307693
06:30,5.9870192307692305
07:00,6.0918269230769235
07:30,6.034134615384615
08:00,6.126923076923074
08:30,6.212019230769229
09:00,6.235096153846154
09:30,6.176923076923075
10:00,6.112980769230772
10:30,6.200961538461541
11:00,6.210576923076922
11:30,6.289903846153846
12:00,6.315384615384614
12:30,6.356730769230769
13:00,6.369230769230768
13:30,6.4091346153846125
14:00,6.583173076923076
14:30,6.633173076923075
15:00,6.751442307692309
15:30,6.846634615384614
16:00,6.8221153846153815
16:30,6.81298076923077
17:00,6.89326923076923
17:30,6.696153846153848
18:00,6.597115384615384
18:30,6.516346153846151
19:00,6.486538461538462
19:30,6.380288461538461
20:00,6.205288461538462
20:30,5.949038461538461
21:00,5.749038461538462
21:30,5.501442307692307
22:00,5.39951923076923
22:30,5.436057692307691
23:00,5.391346153846152
23:30,5.329611650485437
