length,elec1,gas
00:00,7.019884169884174,5.616521235521236
00:30,6.974712643678161,5.585103448275862
01:00,6.942528735632178,5.584773946360153
01:30,6.888505747126439,5.620363984674331
02:00,6.824904214559387,5.655409961685824
02:30,6.75306513409962,5.620337164750959
03:00,6.535249042145595,5.596697318007662
03:30,6.442911877394634,5.631900383141764
04:00,6.287547892720307,5.679042145593871
04:30,6.095019157088124,5.655513409961687
05:00,5.9946360153256695,5.6085172413793085
05:30,5.884674329501916,5.596762452107281
06:00,5.85306513409962,5.7749195402298845
06:30,5.789463601532566,5.6449080459770125
07:00,5.8823754789272,9.488869731800767
07:30,6.167624521072798,14.155590038314175
08:00,6.811685823754784,14.989988505747123
08:30,8.461685823754792,15.612593869731802
09:00,11.755938697318006,16.023674329501905
09:30,14.322222222222218,15.128513409961679
10:00,15.151532567049813,15.200103448275854
10:30,15.428735632183912,14.705356321839071
11:00,16.303831417624522,14.716605363984668
11:30,16.049616858237542,14.340394636015318
12:00,16.4088122605364,14.293620689655164
12:30,16.530842911877397,14.234977011494244
13:00,16.277394636015313,14.199662835249034
13:30,15.637356321839082,14.341003831417613
14:00,15.66628352490421,14.753030651340987
14:30,16.10057471264367,14.683467432950183
15:00,15.6051724137931,14.51793103448275
15:30,15.57835249042146,14.647436781609182
16:00,16.15325670498084,14.647559386973171
16:30,15.219348659003842,14.435854406130256
17:00,14.94789272030651,14.223931034482753
17:30,14.72643678160918,14.412287356321823
18:00,13.879885057471256,14.199877394636001
18:30,12.892337164750968,13.624122605363976
19:00,12.416475095785435,12.72962452107278
19:30,11.852873563218386,5.715816091954024
20:00,11.370306513409961,5.292340996168583
20:30,10.518199233716473,5.221578544061302
21:00,9.42931034482758,5.327674329501917
21:30,8.639463601532569,5.245344827586206
22:00,8.142911877394637,5.315436781609197
22:30,7.887164750957855,5.30409195402299
23:00,7.674137931034483,5.374735632183907
23:30,7.446551724137929,5.210061302681994
