length,elec1
00:00,0.06657692307692309
00:30,0.06638461538461539
01:00,0.06739423076923078
01:30,0.06593269230769229
02:00,0.06495192307692309
02:30,0.0645769230769231
03:00,0.06815384615384615
03:30,0.0659423076923077
04:00,0.06622115384615383
04:30,0.06698076923076923
05:00,0.06826923076923076
05:30,0.06746153846153848
06:00,0.06625
06:30,0.07029807692307694
07:00,0.06954807692307693
07:30,0.07086538461538462
08:00,0.0777403846153846
08:30,0.07402884615384614
09:00,0.07529807692307693
09:30,0.07108653846153845
10:00,0.07264423076923077
10:30,0.06853846153846153
11:00,0.0677019230769231
11:30,0.06464423076923077
12:00,0.06637500000000002
12:30,0.07145192307692304
13:00,0.06766346153846156
13:30,0.06547115384615383
14:00,0.06558653846153847
14:30,0.06440384615384617
15:00,0.06473076923076923
15:30,0.06397115384615384
16:00,0.0622307692307692
16:30,0.06283653846153846
17:00,0.06397115384615384
17:30,0.06750961538461538
18:00,0.06359615384615383
18:30,0.06300000000000003
19:00,0.06325
19:30,0.06565384615384616
20:00,0.06379807692307692
20:30,0.06764423076923078
21:00,0.06554807692307692
21:30,0.06589423076923076
22:00,0.06308653846153846
22:30,0.06370192307692307
23:00,0.06447115384615387
23:30,0.06391346153846153
