length,elec1
00:00,19.328602316602307
00:30,18.285697318007657
01:00,17.895674329501908
01:30,17.5633908045977
02:00,17.61170114942527
02:30,17.46478927203065
03:00,17.413559386973176
03:30,17.467613026819933
04:00,17.390015325670504
04:30,18.106272030651333
05:00,18.66406130268199
05:30,20.04959003831419
06:00,21.831432950191562
06:30,21.776371647509592
07:00,23.720260536398467
07:30,24.246065134099606
08:00,24.7519655172414
08:30,28.62593103448275
09:00,31.091739463601538
09:30,34.72090804597701
10:00,36.833846743295
10:30,38.357168582375515
11:00,38.598590038314164
11:30,38.845693486590044
12:00,38.77290804597704
12:30,39.02888505747127
13:00,39.02927969348657
13:30,39.40785823754791
14:00,39.59409195402299
14:30,39.96643295019162
15:00,40.23505747126435
15:30,39.83522605363984
16:00,39.263842911877376
16:30,38.810383141762465
17:00,37.989789272030634
17:30,37.779172413793106
18:00,34.865639846743285
18:30,35.98159770114942
19:00,34.568421455938726
19:30,31.98290038314177
20:00,31.139517241379302
20:30,29.43061302681994
21:00,26.07545593869732
21:30,23.472888888888885
22:00,20.966275862068972
22:30,19.95564367816092
23:00,19.647885057471257
23:30,19.561298850574694
