date,elec1,elec2,gas
2014-01-01,0.0,0.0,593.8149999999998
2014-01-02,0.0,0.0,491.40500000000014
2014-01-03,0.0,0.0,539.529
2014-01-04,0.0,0.0,0.0
2014-01-05,0.0,0.0,0.0
2014-01-06,0.0,0.0,586.7370000000001
2014-01-07,0.0,0.0,491.66100000000006
2014-01-08,0.0,0.0,594.4910000000001
2014-01-09,0.0,0.0,518.6960000000001
2014-01-10,0.0,0.0,538.9669999999999
2014-01-11,0.0,0.0,0.0
2014-01-12,0.0,0.0,0.0
2014-01-13,0.0,0.0,706.8159999999999
2014-01-14,0.0,0.0,665.813
2014-01-15,0.0,0.0,551.9299999999997
2014-01-16,0.0,0.0,478.46600000000007
2014-01-17,0.0,0.0,524.8760000000001
2014-01-18,0.0,0.0,0.0
2014-01-19,0.0,0.0,0.0
2014-01-20,0.0,0.0,768.0659999999996
2014-01-21,0.0,0.0,601.6189999999999
2014-01-22,0.0,0.0,619.282
2014-01-23,0.0,0.0,559.4689999999999
2014-01-24,0.0,0.0,543.9619999999999
2014-01-25,0.0,0.0,0.0
2014-01-26,0.0,0.0,0.0
2014-01-27,0.0,0.0,783.9689999999996
2014-01-28,0.0,0.0,592.0740000000001
2014-01-29,0.0,0.0,800.1180000000002
2014-01-30,0.0,0.0,632.493
2014-01-31,0.0,0.0,587.9489999999997
2014-02-01,0.0,0.0,0.0
2014-02-02,0.0,0.0,0.0
2014-02-03,0.0,0.0,693.723
2014-02-04,0.0,0.0,533.139
2014-02-05,0.0,0.0,557.4639999999999
2014-02-06,0.0,0.0,449.83700000000016
2014-02-07,0.0,0.0,450.89899999999994
2014-02-08,0.0,0.0,0.0
2014-02-09,0.0,0.0,0.0
2014-02-10,0.0,0.0,638.1229999999997
2014-02-11,0.0,0.0,536.2049999999999
2014-02-12,0.0,0.0,615.9709999999999
2014-02-13,0.0,0.0,489.67399999999986
2014-02-14,0.0,0.0,490.467
2014-02-15,0.0,0.0,0.0
2014-02-16,0.0,0.0,0.0
2014-02-17,0.0,0.0,604.441
2014-02-18,0.0,0.0,464.19099999999986
2014-02-19,0.0,0.0,564.8999999999999
2014-02-20,0.0,0.0,406.57899999999995
2014-02-21,0.0,0.0,487.45599999999985
2014-02-22,0.0,0.0,0.0
2014-02-23,0.0,0.0,0.0
2014-02-24,0.0,0.0,527.087
2014-02-25,0.0,0.0,465.1299999999999
2014-02-26,0.0,0.0,555.3859999999999
2014-02-27,0.0,0.0,444.211
2014-02-28,0.0,0.0,525.1249999999999
2014-03-01,0.0,0.0,0.0
2014-03-02,0.0,0.0,0.0
2014-03-03,0.0,0.0,658.0699999999999
2014-03-04,0.0,0.0,505.34900000000016
2014-03-05,0.0,0.0,555.4979999999998
2014-03-06,0.0,0.0,395.4089999999999
2014-03-07,0.0,0.0,372.238
2014-03-08,0.0,0.0,0.0
2014-03-09,0.0,0.0,0.0
2014-03-10,10.473,19.073000000000004,443.9169999999999
2014-03-11,26.698999999999998,85.15099999999998,244.83800000000005
2014-03-12,19.875999999999994,94.864,0.0
2014-03-13,33.224000000000004,85.519,494.2609999999999
2014-03-14,31.622999999999998,78.09500000000004,422.0939999999999
2014-03-15,19.948999999999998,43.303,0.0
2014-03-16,21.823999999999998,43.393999999999984,0.0
2014-03-17,35.43000000000001,85.91600000000001,432.06199999999984
2014-03-18,33.71299999999999,83.71899999999998,272.535
2014-03-19,37.20799999999999,66.59200000000001,348.9739999999999
2014-03-20,38.576000000000015,66.09600000000002,409.90499999999986
2014-03-21,35.684999999999995,62.07200000000002,302.446
2014-03-22,21.784000000000002,45.312999999999995,0.0
2014-03-23,21.415999999999997,45.445,0.0
2014-03-24,40.19900000000001,65.14,665.213
2014-03-25,36.48299999999998,65.763,346.97100000000006
2014-03-26,40.40999999999999,69.037,581.294
2014-03-27,32.99999999999999,69.15600000000002,515.155
2014-03-28,33.647999999999996,71.29100000000001,313.2190000000001
2014-03-29,14.298000000000002,42.773,0.0
2014-03-30,14.008999999999997,42.13899999999999,0.0
2014-03-31,37.502999999999986,66.604,579.4110000000001
2014-04-01,35.721000000000004,65.709,387.8560000000002
2014-04-02,39.129,70.31400000000001,424.23699999999985
2014-04-03,36.754,66.97600000000001,397.6360000000001
2014-04-04,35.777,65.655,385.4150000000001
2014-04-05,16.535,43.412000000000006,0.0
2014-04-06,15.515999999999998,43.01499999999999,0.0
2014-04-07,33.522999999999996,69.981,291.794
2014-04-08,31.091999999999995,72.981,538.1360000000001
2014-04-09,37.493,72.52400000000003,417.6910000000001
2014-04-10,29.284999999999997,70.397,208.2350000000001
2014-04-11,32.31699999999999,67.50700000000002,387.63500000000016
2014-04-12,16.316999999999997,45.622,0.0
2014-04-13,16.409999999999997,45.604,0.0
2014-04-14,36.89000000000001,69.482,281.39499999999987
2014-04-15,31.871000000000006,73.25599999999999,356.537
2014-04-16,33.257999999999996,66.928,323.21799999999996
2014-04-17,30.403000000000002,64.926,197.09700000000004
2014-04-18,30.39699999999999,45.28000000000001,260.568
2014-04-19,17.205,45.307,0.0
2014-04-20,16.835,45.16900000000001,0.0
2014-04-21,31.994999999999997,45.213,292.396
2014-04-22,34.21500000000001,86.40899999999999,512.4150000000002
2014-04-23,35.99899999999999,82.12299999999999,487.913
2014-04-24,34.96799999999999,85.86700000000002,202.06399999999996
2014-04-25,35.96399999999999,81.17600000000002,374.30400000000003
2014-04-26,15.885999999999997,43.089000000000006,0.0
2014-04-27,16.086,42.89700000000001,0.0
2014-04-28,35.23999999999999,67.90499999999999,418.892
