length,elec1
00:00,1.2318557692307688
00:30,1.1552980769230774
01:00,1.2556153846153846
01:30,1.1682788461538465
02:00,1.2460769230769233
02:30,1.1973461538461534
03:00,1.1946153846153849
03:30,1.2559711538461533
04:00,1.1483076923076923
04:30,1.2569326923076927
05:00,1.1561826923076923
05:30,1.2419615384615386
06:00,1.1907884615384614
06:30,1.1959519230769229
07:00,1.1894999999999998
07:30,1.1516346153846153
08:00,1.1853076923076924
08:30,1.1622403846153846
09:00,1.2019423076923077
09:30,1.0277019230769233
10:00,0.8573173076923075
10:30,0.7719807692307692
11:00,0.8240576923076921
11:30,0.8182019230769233
12:00,0.7816346153846155
12:30,0.8078365384615386
13:00,0.737596153846154
13:30,0.8135384615384619
14:00,0.8047884615384615
14:30,0.7605961538461539
15:00,0.9688653846153845
15:30,1.1354999999999995
16:00,1.1793461538461538
16:30,1.180721153846154
17:00,1.1364807692307692
17:30,1.208480769230769
18:00,1.1320000000000001
18:30,1.1721730769230767
19:00,1.164653846153846
19:30,1.171057692307692
20:00,1.1686923076923077
20:30,1.186980769230769
21:00,1.1855673076923077
21:30,1.1723846153846158
22:00,1.2166538461538463
22:30,1.1460288461538461
23:00,1.2223365384615383
23:30,1.1531941747572814
