date,elec1,elec2,gas
2014-01-31,0.0,0.0,13772.203000000014
2014-02-28,0.0,0.0,10500.008000000013
2014-03-31,637.0300000000008,1396.4550000000015,8858.858999999991
2014-04-30,891.2460000000005,1867.7380000000012,7921.56100000002
2014-05-31,969.7220000000012,1959.8809999999985,6875.145000000004
2014-06-30,837.687000000001,2007.7980000000016,3386.5050000000065
2014-07-31,869.5150000000016,2340.249,3651.928000000003
2014-08-31,807.4150000000001,2281.286999999998,3270.850000000033
2014-09-30,808.9080000000014,2887.2689999999966,3406.0759999999914
2014-10-31,992.0890000000004,2876.6850000000013,8534.268000000002
2014-11-30,911.3749999999976,2614.225999999999,7716.667000000012
2014-12-31,907.5800000000013,3006.937000000003,12943.219000000012
