date,elec1,gas
2014-01-01,282.8,1266.2060000000006
2014-01-02,474.0,1353.177
2014-01-03,522.0499999999998,1447.330999999999
2014-01-04,413.65,1432.052
2014-01-05,379.05,1452.5499999999995
2014-01-06,589.0000000000001,1367.3400000000001
2014-01-07,612.85,1335.502
2014-01-08,614.8000000000001,1214.026
2014-01-09,615.8499999999999,1129.758
2014-01-10,573.2500000000002,1118.591
2014-01-11,338.6,1080.8680000000002
2014-01-12,368.99999999999994,1327.5230000000004
2014-01-13,589.8499999999999,1416.4139999999993
2014-01-14,591.65,1505.5979999999995
2014-01-15,593.5999999999998,1261.2250000000006
2014-01-16,597.5500000000001,1230.048
2014-01-17,556.3500000000003,1382.2159999999997
2014-01-18,268.95000000000005,1351.1879999999996
2014-01-19,281.5,1342.8449999999996
2014-01-20,572.3499999999999,1385.3230000000003
2014-01-21,608.35,1371.3049999999998
2014-01-22,581.55,1291.3630000000005
2014-01-23,619.3499999999999,1363.4709999999995
2014-01-24,532.2,1342.8420000000008
2014-01-25,327.35,1207.2070000000003
2014-01-26,361.65000000000015,1352.8879999999995
2014-01-27,603.8000000000002,1523.4570000000006
2014-01-28,596.6,1488.6550000000004
2014-01-29,631.3000000000001,1546.0020000000002
2014-01-30,578.9,1599.327
2014-01-31,596.6999999999999,1497.644
2014-02-01,348.74999999999994,1390.2000000000007
2014-02-02,382.65000000000003,1386.6829999999998
2014-02-03,596.7500000000001,1437.576000000001
2014-02-04,601.6999999999999,1416.972000000001
2014-02-05,615.7499999999999,1422.7440000000004
2014-02-06,600.1500000000001,1101.322
2014-02-07,580.2999999999998,904.4219999999999
2014-02-08,317.99999999999994,1189.5610000000004
2014-02-09,340.3500000000001,1629.9469999999988
2014-02-10,585.55,1545.176
2014-02-11,614.8,1566.6319999999996
2014-02-12,620.5,1339.7649999999999
2014-02-13,590.1500000000001,806.314
2014-02-14,585.1000000000001,811.3240000000002
2014-02-15,291.9,823.7540000000001
2014-02-16,330.05,761.4420000000003
2014-02-17,582.0500000000001,732.7300000000001
2014-02-18,644.65,787.9200000000001
2014-02-19,604.6999999999999,694.655
2014-02-20,597.1999999999998,723.5310000000003
2014-02-21,562.8499999999999,738.8620000000002
2014-02-22,350.55,708.2070000000002
2014-02-23,374.70000000000005,718.6300000000001
2014-02-24,577.2999999999998,709.4560000000001
2014-02-25,614.4,725.9239999999996
2014-02-26,588.4499999999998,749.2100000000003
2014-02-27,566.9999999999998,761.4420000000002
2014-02-28,560.1999999999998,797.1130000000003
2014-03-01,324.5499999999999,787.9170000000003
2014-03-02,319.20000000000005,803.2460000000003
2014-03-03,573.3000000000001,800.1810000000003
2014-03-04,546.7,786.8720000000001
2014-03-05,529.6499999999999,744.9940000000001
2014-03-06,547.7,740.7619999999998
2014-03-07,518.1,735.7980000000001
2014-03-08,271.7,702.0760000000001
2014-03-09,296.59999999999985,669.7020000000001
2014-03-10,488.20000000000005,680.6200000000001
2014-03-11,552.9499999999999,705.142
2014-03-12,479.75000000000017,660.5280000000001
2014-03-13,493.0,599.3769999999998
2014-03-14,477.59999999999997,564.118
2014-03-15,244.2500000000001,582.5140000000001
2014-03-16,271.69999999999993,557.9870000000001
2014-03-17,468.2,567.1840000000001
2014-03-18,530.45,588.6470000000002
2014-03-19,531.15,551.854
2014-03-20,551.05,530.393
2014-03-21,514.3000000000001,567.1840000000001
2014-03-22,266.55000000000007,568.7880000000001
2014-03-23,290.6000000000001,620.7740000000002
2014-03-24,521.9,648.2960000000002
2014-03-25,607.25,721.6880000000002
2014-03-26,565.7,720.4680000000002
2014-03-27,588.9,738.8630000000003
2014-03-28,557.45,710.025
2014-03-29,280.05000000000007,656.0980000000001
2014-03-30,293.1,640.7670000000002
2014-03-31,523.8499999999999,582.513
2014-04-01,521.5,492.33800000000014
2014-04-02,535.5500000000001,441.47799999999995
2014-04-03,550.1499999999999,427.239
2014-04-04,545.5999999999998,405.72400000000005
2014-04-05,328.49999999999994,349.11000000000007
2014-04-06,341.3499999999999,376.91100000000006
2014-04-07,568.35,502.2940000000001
