length,elec1
00:00,6.670656370656374
00:30,6.532183908045977
01:00,6.472796934865902
01:30,6.467432950191571
02:00,6.419157088122607
02:30,6.41666666666667
03:00,6.3860153256705
03:30,6.425095785440618
04:00,6.384099616858239
04:30,6.411494252873564
05:00,6.554214559386977
05:30,6.762068965517239
06:00,7.255172413793099
06:30,7.64406130268199
07:00,7.644827586206897
07:30,7.9030651340996165
08:00,8.265325670498079
08:30,9.709578544061305
09:00,11.371647509578548
09:30,16.09923371647511
10:00,18.112068965517242
10:30,18.484291187739466
11:00,18.40478927203064
11:30,18.444061302681998
12:00,18.409578544061315
12:30,18.350574712643674
13:00,18.383524904214564
13:30,18.31379310344828
14:00,18.423180076628366
14:30,18.46340996168584
15:00,18.56494252873564
15:30,18.46034482758621
16:00,18.481800766283527
16:30,18.367241379310347
17:00,17.90019157088123
17:30,17.393869731800766
18:00,16.392337164750952
18:30,14.609386973180088
19:00,13.450766283524896
19:30,11.17375478927203
20:00,10.179118773946362
20:30,9.182758620689654
21:00,8.043869731800765
21:30,7.404022988505744
22:00,7.1800766283524915
22:30,7.097892720306508
23:00,6.99214559386973
23:30,6.880268199233715
