length,elec1
00:00,0.3052471042471043
00:30,0.30313026819923383
01:00,0.3026283524904217
01:30,0.3012873563218391
02:00,0.29960153256704997
02:30,0.29995402298850593
03:00,0.2998697318007663
03:30,0.29824904214559383
04:00,0.2975977011494254
04:30,0.2963716475095786
05:00,0.2984291187739461
05:30,0.29749808429118796
06:00,0.2963026819923372
06:30,0.2989272030651341
07:00,0.3005632183908045
07:30,0.29862452107279697
08:00,0.30372030651340975
08:30,0.31722988505747124
09:00,0.5088352490421456
09:30,0.737157088122606
10:00,0.7932758620689656
10:30,0.7931762452107283
11:00,0.7855670498084294
11:30,0.7520038314176242
12:00,0.7249999999999998
12:30,0.7082337164750957
13:00,0.6917892720306515
13:30,0.7343639846743288
14:00,0.7769386973180077
14:30,0.8207931034482756
15:00,0.8825095785440613
15:30,0.9053869731800765
16:00,0.8808697318007662
16:30,0.8604980842911876
17:00,0.8328199233716475
17:30,0.7560689655172412
18:00,0.6561226053639846
18:30,0.7789195402298847
19:00,0.6327854406130269
19:30,0.5433295019157094
20:00,0.4186015325670502
20:30,0.3638812260536398
21:00,0.33557854406130294
21:30,0.3115363984674331
22:00,0.3076934865900385
22:30,0.30691954022988516
23:00,0.30557854406130264
23:30,0.30670498084291203
