date,elec1
2014-08-10,96.87499999999999
2014-08-11,173.099
2014-08-12,171.28799999999995
2014-08-13,163.38899999999998
2014-08-14,172.13900000000004
2014-08-15,168.19899999999998
2014-08-16,83.755
2014-08-17,83.27899999999997
2014-08-18,159.49699999999999
2014-08-19,161.71900000000002
2014-08-20,160.41899999999998
2014-08-21,160.29900000000004
2014-08-22,153.28900000000002
2014-08-23,89.51500000000001
2014-08-24,83.45200000000001
2014-08-25,84.14
2014-08-26,153.059
2014-08-27,168.42200000000003
2014-08-28,165.571
2014-08-29,175.97200000000004
2014-08-30,141.28199999999995
2014-08-31,140.28300000000004
2014-09-01,156.22600000000003
2014-09-02,144.20199999999997
2014-09-03,167.47900000000004
2014-09-04,173.11499999999998
2014-09-05,170.47299999999996
2014-09-06,114.74499999999996
2014-09-07,112.82699999999997
2014-09-08,160.15900000000002
2014-09-09,171.248
2014-09-10,183.94799999999998
2014-09-11,170.37499999999997
2014-09-12,187.183
2014-09-13,120.199
2014-09-14,114.552
2014-09-15,166.65300000000002
2014-09-16,164.51099999999994
2014-09-17,171.055
2014-09-18,184.804
2014-09-19,187.484
2014-09-20,105.40200000000002
2014-09-21,99.93399999999997
2014-09-22,155.431
2014-09-23,153.24099999999996
2014-09-24,167.59400000000002
2014-09-25,169.532
2014-09-26,162.51500000000001
2014-09-27,86.48800000000006
2014-09-28,86.773
2014-09-29,168.572
2014-09-30,173.557
2014-10-01,170.243
2014-10-02,178.07400000000004
2014-10-03,180.21200000000007
2014-10-04,104.91600000000007
2014-10-05,104.79
2014-10-06,165.35300000000007
2014-10-07,156.00500000000002
2014-10-08,157.92499999999998
2014-10-09,166.632
2014-10-10,164.855
2014-10-11,110.88200000000002
2014-10-12,98.59000000000002
2014-10-13,166.01799999999997
2014-10-14,165.99299999999997
2014-10-15,151.851
2014-10-16,156.54
2014-10-17,154.456
2014-10-18,94.72
2014-10-19,84.68099999999998
2014-10-20,148.666
2014-10-21,151.59599999999998
2014-10-22,169.64600000000002
2014-10-23,161.08500000000004
2014-10-24,168.09
2014-10-25,111.01299999999998
2014-10-26,104.05499999999999
2014-10-27,177.457
2014-10-28,155.54600000000002
2014-10-29,154.65799999999996
2014-10-30,163.17899999999997
2014-10-31,160.49599999999998
2014-11-01,111.30900000000001
2014-11-02,100.40500000000003
2014-11-03,175.81099999999998
2014-11-04,180.29200000000003
2014-11-05,185.57700000000003
2014-11-06,201.07500000000005
2014-11-07,186.18699999999998
2014-11-08,103.154
2014-11-09,103.89099999999999
2014-11-10,183.24700000000007
2014-11-11,181.115
2014-11-12,182.502
2014-11-13,169.29100000000005
2014-11-14,159.20900000000003
