length,elec1,elec2,gas
00:00,0.2638301158301157,1.047779922779923,0.0
00:30,0.26289655172413795,1.0403754789272035,0.0
01:00,0.2630498084291188,1.0429655172413799,0.0
01:30,0.26100766283524907,1.0442145593869736,0.0
02:00,0.2608199233716474,1.0410114942528739,0.0
02:30,0.2603563218390805,1.0402950191570883,0.02973563218390805
03:00,0.2761072796934867,1.0375823754789275,3.5474367816091954
03:30,0.28485057471264374,1.0376743295019155,4.128379310344829
04:00,0.324095785440613,1.0359999999999996,5.868666666666666
04:30,0.3420766283524904,1.033547892720306,5.676528735632186
05:00,0.3918045977011493,1.2208045977011495,6.094141762452106
05:30,0.43939846743295047,1.5759272030651346,7.250406130268202
06:00,0.47887356321839075,1.5553448275862076,15.427992337164754
06:30,0.48054022988505707,1.6195172413793104,10.033570881226067
07:00,0.5713908045977008,1.7305747126436777,14.334605363984688
07:30,0.6024329501915712,1.7611226053639844,11.449137931034493
08:00,0.7118237547892718,1.7852796934865893,14.060272030651356
08:30,0.7097394636015322,1.796758620689656,12.221927203065146
09:00,0.7258390804597703,1.8021992337164758,11.459467432950198
09:30,0.7799961685823755,1.8227624521072807,11.103969348659012
10:00,1.0099846743295016,1.8196206896551728,11.17457471264369
10:30,0.8660727969348655,1.8530229885057472,11.013352490421457
11:00,0.858904214559387,1.8403103448275864,10.784885057471271
11:30,0.8453065134099621,1.8389655172413808,10.83040229885057
12:00,0.8600459770114943,1.8589003831417616,10.882984674329514
12:30,0.8567279693486591,1.920088122605363,10.327773946360153
13:00,0.843003831417625,1.897819923371648,10.452590038314183
13:30,0.8850766283524902,1.8952720306513409,10.485781609195412
14:00,0.8702720306513407,1.8919501915708818,10.486708812260538
14:30,0.8797739463601532,1.9192643678160914,11.038605363984683
15:00,0.8629731800766279,1.966885057471265,11.035195402298852
15:30,0.8556321839080461,1.9138850574712638,10.919609195402307
16:00,0.8310498084291189,1.8604980842911885,10.804643678160925
16:30,0.8224329501915715,1.845674329501915,10.953432950191578
17:00,0.7954865900383142,1.7580919540229898,11.13203831417625
17:30,0.7687279693486583,1.3520344827586208,10.842613026819928
18:00,0.7630766283524905,1.162758620689656,11.06383908045977
18:30,0.8217739463601532,1.1022452107279683,10.634061302681989
19:00,0.6976436781609191,1.0904252873563218,7.166199233716472
19:30,0.6674406130268197,1.0862068965517242,6.264777777777778
20:00,0.5282068965517243,1.0793448275862072,3.5105210727969323
20:30,0.4436091954022987,1.0836168582375476,2.8372490421455923
21:00,0.35280842911877397,1.078528735632184,0.7075134099616862
21:30,0.2965325670498084,1.07423754789272,0.0
22:00,0.2901340996168584,1.0658160919540234,0.0
22:30,0.2809386973180078,1.0722298850574707,0.0
23:00,0.27191187739463585,1.066180076628352,0.0
23:30,0.26875095785440634,1.0654827586206903,0.0
