length,elec1
00:00,2.662420849420849
00:30,2.636222222222221
01:00,2.634137931034483
01:30,2.6228122605363997
02:00,2.629268199233716
02:30,2.5781724137931024
03:00,2.5512490421455936
03:30,2.543333333333332
04:00,2.5029272030651333
04:30,2.4979272030651356
05:00,2.449486590038313
05:30,2.465862068965518
06:00,2.465501915708812
06:30,2.5624482758620704
07:00,2.58307662835249
07:30,2.7556934865900384
08:00,2.68802681992337
08:30,2.695168582375478
09:00,2.591126436781608
09:30,2.5568314176245215
10:00,2.570666666666665
10:30,2.5529233716475086
11:00,2.510268199233718
11:30,2.496670498084291
12:00,2.5624942528735635
12:30,2.5469195402298843
13:00,2.504042145593869
13:30,2.4906781609195394
14:00,2.4636360153256707
14:30,2.4565172413793106
15:00,2.4956206896551723
15:30,2.4588659003831412
16:00,2.4353639846743294
16:30,2.457333333333335
17:00,2.410344827586208
17:30,2.387532567049808
18:00,2.4383946360153255
18:30,2.553164750957855
19:00,2.777846743295018
19:30,2.8123908045977024
20:00,2.846222222222222
20:30,2.8723524904214557
21:00,2.93349042145594
21:30,2.9078352490421455
22:00,2.877980842911879
22:30,2.907275862068966
23:00,2.852367816091954
23:30,2.758865900383142
