length,elec1,gas
00:00,0.27612499999999995,0.0
00:30,0.27052884615384615,0.0
01:00,0.27122115384615386,0.0
01:30,0.28256730769230776,0.0
02:00,0.2677980769230769,0.0
02:30,0.269,0.0
03:00,0.2651346153846154,0.0
03:30,0.2675192307692308,0.0
04:00,0.26745192307692317,0.0
04:30,0.2716538461538461,0.0
05:00,0.267625,0.0
05:30,0.26969230769230773,0.0
06:00,0.270375,0.0
06:30,0.2628269230769231,0.0
07:00,0.2668365384615385,0.0
07:30,0.26723076923076916,0.0
08:00,0.2668076923076923,0.0
08:30,0.2641057692307692,0.0
09:00,0.26655769230769233,0.0
09:30,0.27575961538461535,0.15625
10:00,0.2641538461538462,0.5104134615384616
10:30,0.2709519230769229,4.323326923076923
11:00,0.2773269230769231,11.812644230769232
11:30,0.2745480769230769,6.2920000000000025
12:00,0.27475961538461546,2.6356634615384613
12:30,0.2695096153846154,3.825317307692308
13:00,0.2641538461538462,3.606576923076923
13:30,0.27177884615384607,3.7410961538461547
14:00,0.2776346153846154,3.5124038461538456
14:30,0.27220192307692304,3.324413461538462
15:00,0.2764423076923077,3.46101923076923
15:30,0.27039423076923075,3.574932692307693
16:00,0.271798076923077,3.116096153846153
16:30,0.2755673076923077,3.6470673076923084
17:00,0.27837500000000004,2.9697115384615387
17:30,0.27834615384615385,2.188932692307693
18:00,0.27369230769230773,0.0
18:30,0.27835576923076927,0.0
19:00,0.27825961538461547,0.0
19:30,0.2813173076923077,0.0
20:00,0.27735576923076927,0.0
20:30,0.2780961538461538,0.0
21:00,0.2834134615384616,0.0
21:30,0.28165384615384614,0.0
22:00,0.2735480769230769,0.0
22:30,0.27369230769230773,0.0
23:00,0.28099999999999997,0.0
23:30,0.2810388349514563,0.0
