length,elec1,gas
00:00,14.240926640926645,0.0
00:30,14.023371647509574,0.0
01:00,13.948659003831416,0.0
01:30,14.011877394636016,0.0
02:00,14.027586206896547,0.0
02:30,14.021839080459774,0.0
03:00,14.046743295019168,0.0
03:30,14.042145593869733,0.4278122605363984
04:00,14.057854406130275,1.283770114942529
04:30,14.373180076628364,1.665616858237548
05:00,15.339080459770118,15.829214559386974
05:30,16.375862068965514,27.520716475095767
06:00,17.218773946360155,33.47960919540229
06:30,18.824521072796944,85.70122988505744
07:00,49.18352490421452,164.44898467432944
07:30,46.78314176245213,185.6673486590039
08:00,50.10498084291186,109.81778544061295
08:30,53.07471264367814,93.81693486590032
09:00,54.80804597701153,95.52261685823748
09:30,56.06628352490424,89.7794406130267
10:00,55.753256704980835,84.93900766283508
10:30,55.84712643678158,84.97239463601511
11:00,57.02988505747128,80.35015708812243
11:30,56.940229885057484,78.68125670498065
12:00,57.42950191570879,77.18396168582355
12:30,57.7360153256705,75.2923333333332
13:00,58.265134099616844,76.45408045976994
13:30,58.78467432950197,74.35626436781592
14:00,59.00766283524903,75.89306896551712
14:30,58.829885057471294,73.79934099616848
15:00,58.5295019157088,72.3967011494252
15:30,58.40459770114941,77.69616091954008
16:00,57.92950191570884,71.49849425287347
16:30,57.642528735632226,76.367203065134
17:00,57.40651340996168,75.90457088122596
17:30,56.864367816092,73.89343295019147
18:00,56.50727969348661,76.39794252873558
18:30,32.850957854406126,17.500727969348674
19:00,20.571264367816095,0.0
19:30,19.84176245210728,0.042681992337164756
20:00,19.43065134099617,0.0
20:30,19.14406130268199,0.0
21:00,18.73793103448278,0.0
21:30,18.32835249042144,0.0
22:00,17.500766283524896,0.0
22:30,16.71724137931034,0.0
23:00,15.720306513409962,0.0
23:30,14.896168582375484,0.0
