date,elec1,elec2,gas
2014-01-01,623.4,844.8000000000003,0.0
2014-01-02,677.5500000000001,1115.8,0.0
2014-01-03,684.7999999999997,1080.2500000000002,0.0
2014-01-04,310.1000000000001,719.5500000000001,0.0
2014-01-05,357.99999999999994,732.9000000000001,0.0
2014-01-06,796.55,941.7500000000003,0.0
2014-01-07,718.1500000000001,1015.1,0.0
2014-01-08,704.8000000000001,921.1500000000002,0.0
2014-01-09,700.8,985.5000000000001,0.0
2014-01-10,782.85,951.4500000000002,0.0
2014-01-11,291.55,511.2000000000001,0.0
2014-01-12,330.95,529.75,0.0
2014-01-13,906.8000000000001,926.7500000000001,0.0
2014-01-14,884.8500000000001,1118.8500000000004,0.0
2014-01-15,721.95,905.7499999999999,0.0
2014-01-16,712.6999999999999,929.7499999999999,0.0
2014-01-17,725.8000000000001,962.7999999999997,0.0
2014-01-18,293.45,569.2999999999998,0.0
2014-01-19,323.85,581.7000000000002,0.0
2014-01-20,938.05,1056.3500000000001,0.0
2014-01-21,831.4000000000001,1047.9500000000003,0.0
2014-01-22,774.4499999999998,843.8,0.0
2014-01-23,803.5000000000001,1034.4499999999998,0.0
2014-01-24,794.35,991.95,0.0
2014-01-25,297.20000000000005,487.45,0.0
2014-01-26,457.34999999999997,494.6500000000001,0.0
2014-01-27,1039.6000000000001,919.9000000000002,0.0
2014-01-28,827.5,1207.0499999999997,0.0
2014-01-29,894.55,1278.0000000000002,0.0
2014-01-30,885.6999999999997,1230.85,0.0
2014-01-31,857.5500000000003,1072.4,0.0
2014-02-01,302.90000000000003,700.6500000000001,0.0
2014-02-02,332.49999999999994,696.9000000000002,0.0
2014-02-03,941.65,1018.3500000000001,0.0
2014-02-04,852.1000000000001,1023.0,0.0
2014-02-05,843.4500000000002,907.75,0.0
2014-02-06,868.1500000000001,1036.7499999999998,0.0
2014-02-07,795.05,950.7,0.0
2014-02-08,283.84999999999997,415.34999999999997,0.0
2014-02-09,337.8000000000001,416.5,0.0
2014-02-10,945.45,1095.8999999999996,0.0
2014-02-11,915.0500000000001,1222.2499999999998,0.0
2014-02-12,928.35,1011.8999999999999,0.0
2014-02-13,832.9499999999999,1113.75,0.0
2014-02-14,854.9499999999998,1056.5500000000002,0.0
2014-02-15,276.95,623.0,0.0
2014-02-16,344.05,673.7999999999997,0.0
2014-02-17,872.2999999999998,1027.6,0.0
2014-02-18,736.6999999999997,1054.0,0.0
2014-02-19,738.0,960.2499999999998,0.0
2014-02-20,677.8499999999999,924.0499999999998,0.0
2014-02-21,747.0999999999999,943.0000000000001,0.0
2014-02-22,289.25,478.95000000000005,0.0
2014-02-23,312.1500000000001,474.50000000000006,0.0
2014-02-24,827.0999999999997,915.15,0.0
2014-02-25,758.6000000000005,974.7,0.0
2014-02-26,754.9499999999997,900.3000000000001,0.0
2014-02-27,776.6999999999999,998.2999999999997,0.0
2014-02-28,788.9000000000001,1005.0499999999998,0.0
2014-03-01,332.34999999999997,690.2,0.0
2014-03-02,340.9999999999999,589.6,0.0
2014-03-03,885.7000000000002,1059.3,0.0
2014-03-04,844.05,1030.65,0.0
2014-03-05,800.1500000000002,843.5,0.0
2014-03-06,720.6999999999998,824.2,0.0
2014-03-07,705.1499999999999,829.4500000000003,0.0
2014-03-08,268.95,415.79999999999984,0.0
2014-03-09,259.2,397.1000000000001,0.0
2014-03-10,720.0500000000003,734.05,0.0
2014-03-11,768.45,871.7000000000003,0.0
2014-03-12,749.8,926.75,0.0
2014-03-13,694.6999999999999,966.5,0.0
2014-03-14,667.7500000000001,852.2500000000001,0.0
2014-03-15,279.8499999999999,577.2499999999999,0.0
2014-03-16,274.75,542.2500000000002,0.0
2014-03-17,735.6500000000001,842.9,0.0
2014-03-18,728.5500000000001,889.25,0.0
2014-03-19,704.7999999999997,796.9500000000002,0.0
2014-03-20,721.5,927.7500000000002,0.0
2014-03-21,718.1999999999998,971.85,0.0
2014-03-22,280.44999999999993,723.4500000000004,0.0
2014-03-23,333.1500000000001,729.1999999999998,0.0
2014-03-24,849.1500000000001,909.25,0.0
2014-03-25,837.9,1040.3,0.0
2014-03-26,849.85,1111.7999999999997,0.0
2014-03-27,797.4999999999997,1200.8499999999997,0.0
2014-03-28,737.2999999999998,1006.5000000000001,0.0
2014-03-29,300.2,568.1,0.0
2014-03-30,278.49999999999994,564.85,0.0
2014-03-31,651.3500000000001,780.6999999999997,0.0
2014-04-01,636.8000000000001,876.15,0.0
2014-04-02,642.5500000000001,794.0499999999998,0.0
2014-04-03,582.8499999999999,844.4499999999999,0.0
2014-04-04,607.4500000000003,883.0999999999999,0.0
2014-04-05,270.3,605.65,0.0
2014-04-06,273.4000000000001,597.5999999999999,0.0
2014-04-07,688.8000000000002,809.0999999999999,0.0
2014-04-08,701.9499999999999,888.55,0.0
2014-04-09,684.1500000000001,850.6999999999998,0.0
2014-04-10,677.9,969.1500000000002,0.0
2014-04-11,639.45,943.0000000000001,0.0
2014-04-12,268.7,591.6,0.0
2014-04-13,281.45,567.8499999999999,0.0
2014-04-14,672.55,816.0,0.0
2014-04-15,713.4999999999998,883.7500000000001,0.0
2014-04-16,667.4000000000001,832.0999999999998,0.0
2014-04-17,612.5999999999998,843.2500000000001,0.0
2014-04-18,487.8500000000001,656.8999999999997,0.0
2014-04-19,284.45,441.40000000000003,0.0
2014-04-20,294.7500000000001,440.30000000000007,0.0
2014-04-21,524.2500000000001,556.4500000000002,0.0
2014-04-22,712.0,789.1999999999998,0.0
2014-04-23,622.6499999999997,788.5999999999999,0.0
