date,elec1,elec2,gas
2014-01-31,20950.099999999977,28008.899999999994,0.0
2014-02-28,18934.79999999998,24618.950000000026,0.0
2014-03-31,18836.650000000012,25214.24999999998,0.0
2014-04-30,16289.949999999984,22274.3,0.0
2014-05-31,15029.49999999999,21738.55000000002,237.96400000000048
2014-06-30,14137.850000000002,22739.300000000036,339.4159999999998
2014-07-31,14954.400000000018,26327.400000000038,351.70899999999915
2014-08-31,13743.1,22746.450000000037,350.91899999999936
2014-09-30,14268.850000000002,21940.550000000007,333.9030000000015
2014-10-31,16238.699999999988,23551.40000000004,4839.774999999963
2014-11-30,18497.30000000002,26892.10000000003,292.4859999999997
2014-12-31,23124.250000000025,30921.200000000048,143.24100000000018
