length,elec1,gas
00:00,0.4649230769230769,3.5146057692307693
00:30,0.4482596153846154,3.5043846153846157
01:00,0.43578846153846157,3.3274038461538455
01:30,0.43080769230769234,3.629567307692308
02:00,0.42870192307692306,3.7650096153846158
02:30,0.43111538461538446,3.5670865384615382
03:00,0.4307403846153847,3.5462307692307693
03:30,0.42887499999999995,3.713048076923076
04:00,0.4267980769230769,3.7649326923076925
04:30,0.42659615384615385,3.60851923076923
05:00,0.4265961538461538,3.6923173076923073
05:30,0.42477884615384615,3.514874999999999
06:00,0.4244999999999999,3.714076923076923
06:30,0.42452884615384606,3.651778846153846
07:00,0.42275,3.5992596153846153
07:30,0.42543269230769226,3.7035769230769224
08:00,0.43887499999999996,3.693634615384615
08:30,0.48059615384615384,3.682923076923077
09:00,0.49347115384615375,3.8078846153846153
09:30,0.4826634615384614,3.703528846153846
10:00,0.4943269230769231,3.7248076923076927
10:30,0.4993846153846153,3.474278846153846
11:00,0.5006442307692308,3.4116634615384616
11:30,0.5077403846153847,3.5054903846153853
12:00,0.5156538461538461,3.3909711538461544
12:30,0.5170288461538461,3.5161923076923083
13:00,0.5147692307692308,3.328048076923077
13:30,0.5201538461538461,3.421836538461539
14:00,0.5539615384615385,3.3804134615384616
14:30,0.5329134615384616,3.3178461538461543
15:00,0.5332884615384615,3.328365384615385
15:30,0.5294903846153847,3.4741923076923076
16:00,0.5331634615384616,3.817894230769231
16:30,0.5385480769230768,3.5262307692307693
17:00,0.5304038461538462,3.411653846153846
17:30,0.5133076923076924,3.4532499999999997
18:00,0.5141442307692308,3.6620480769230777
18:30,0.4891538461538462,3.5472788461538465
19:00,0.48043269230769226,3.734721153846154
19:30,0.47139423076923076,3.5576057692307685
20:00,0.47832692307692304,3.6304903846153844
20:30,0.4753173076923077,3.818451923076923
21:00,0.4517211538461539,3.661923076923077
21:30,0.44667307692307695,3.6201057692307685
22:00,0.4467884615384614,3.6723173076923072
22:30,0.4496249999999999,3.6721923076923066
23:00,0.44294230769230764,3.6517884615384615
23:30,0.4342233009708738,3.666126213592234
