length,elec1
00:00,1.587807692307692
00:30,1.6161249999999994
01:00,1.5917500000000002
01:30,1.5981442307692306
02:00,1.5958846153846156
02:30,1.5806346153846156
03:00,1.587028846153846
03:30,1.600855769230769
04:00,1.5865961538461546
04:30,1.591596153846154
05:00,1.5727115384615389
05:30,1.6031923076923082
06:00,1.589759615384615
06:30,1.6634903846153841
07:00,1.6595288461538462
07:30,1.719548076923077
08:00,1.7170192307692307
08:30,1.7597884615384614
09:00,1.8894903846153848
09:30,1.853836538461538
10:00,1.8355
10:30,1.8389519230769227
11:00,1.868894230769231
11:30,1.8283749999999999
12:00,1.8244038461538459
12:30,1.8388942307692302
13:00,1.8246249999999995
13:30,1.8404519230769232
14:00,1.826528846153847
14:30,1.8586153846153843
15:00,1.8746250000000002
15:30,1.8594903846153836
16:00,1.8358461538461543
16:30,1.8279711538461536
17:00,1.8628076923076924
17:30,1.8295769230769234
18:00,1.7860480769230764
18:30,1.794548076923077
19:00,1.7453750000000006
19:30,1.6965480769230779
20:00,1.6457596153846152
20:30,1.5994999999999993
21:00,1.6050096153846156
21:30,1.624971153846154
22:00,1.5800769230769225
22:30,1.5849711538461537
23:00,1.5796634615384617
23:30,1.5789029126213594
