length,elec1
00:00,2.646653846153846
00:30,2.6497307692307697
01:00,2.6390673076923084
01:30,2.5839903846153853
02:00,2.568201923076923
02:30,2.539971153846155
03:00,2.5296250000000002
03:30,2.484403846153847
04:00,2.480980769230769
04:30,2.4335576923076925
05:00,2.41351923076923
05:30,2.4256923076923074
06:00,2.4092115384615385
06:30,2.511778846153846
07:00,2.477480769230769
07:30,2.486624999999999
08:00,2.463682692307693
08:30,2.3962019230769234
09:00,2.40426923076923
09:30,2.4568846153846158
10:00,2.480163461538461
10:30,2.507028846153846
11:00,2.4910096153846153
11:30,2.544586538461538
12:00,2.5036057692307687
12:30,2.5647692307692296
13:00,2.5436826923076925
13:30,2.5672692307692317
14:00,2.5883365384615376
14:30,2.5132403846153855
15:00,2.4320288461538464
15:30,2.4181923076923075
16:00,2.4250096153846146
16:30,2.4702307692307697
17:00,2.5798846153846147
17:30,2.546490384615384
18:00,2.578942307692308
18:30,2.558576923076923
19:00,2.5737596153846165
19:30,2.6615384615384605
20:00,2.7012788461538455
20:30,2.6102403846153837
21:00,2.62264423076923
21:30,2.6241730769230776
22:00,2.6447692307692305
22:30,2.6780673076923085
23:00,2.7544999999999993
23:30,2.7424660194174755
