length,elec1
00:00,18.37777884615385
00:30,17.63448076923077
01:00,17.568759615384625
01:30,17.608423076923085
02:00,17.359038461538454
02:30,17.37763461538462
03:00,17.156259615384617
03:30,17.11988461538461
04:00,17.352730769230764
04:30,16.989942307692314
05:00,17.261644230769228
05:30,17.17619230769231
06:00,17.218394230769228
06:30,17.241557692307698
07:00,17.479567307692314
07:30,17.688903846153842
08:00,18.574384615384623
08:30,18.98034615384615
09:00,18.575653846153845
09:30,18.55809615384615
10:00,18.673298076923075
10:30,18.800173076923077
11:00,18.86052884615384
11:30,18.922798076923073
12:00,19.24334615384617
12:30,19.449682692307697
13:00,19.586817307692314
13:30,19.65569230769231
14:00,19.92751923076922
14:30,20.170384615384613
15:00,20.244288461538456
15:30,20.043451923076923
16:00,19.791365384615386
16:30,19.527096153846163
17:00,19.51149038461538
17:30,19.901807692307703
18:00,19.56051923076924
18:30,19.529567307692304
19:00,19.305336538461535
19:30,19.333423076923076
20:00,19.25807692307692
20:30,19.16769230769231
21:00,19.044259615384618
21:30,19.011490384615385
22:00,18.757971153846153
22:30,18.43829807692308
23:00,18.149346153846146
23:30,18.14535922330097
