length,elec1
00:00,1.5911467181467183
00:30,1.5913218390804593
01:00,1.5938850574712653
01:30,1.5802988505747135
02:00,1.5826551724137927
02:30,1.5791954022988495
03:00,1.575747126436782
03:30,1.5820383141762449
04:00,1.5715708812260527
04:30,1.5690996168582374
05:00,1.5679655172413784
05:30,1.5629578544061302
06:00,1.6136360153256704
06:30,2.2517701149425284
07:00,3.3394521072796928
07:30,3.0563869731800763
08:00,2.7885363984674334
08:30,2.8603180076628347
09:00,3.4630613026819947
09:30,3.968360153256703
10:00,3.8665593869731807
10:30,3.8334597701149424
11:00,3.8348620689655184
11:30,3.8304789272030666
12:00,3.9020727969348634
12:30,3.761256704980841
13:00,3.7034137931034463
13:30,3.610735632183909
14:00,3.689402298850575
14:30,3.9019233716475075
15:00,3.9281570881226044
15:30,3.963942528735632
16:00,3.8859501915708803
16:30,3.797781609195403
17:00,3.69296551724138
17:30,3.5934827586206888
18:00,3.312264367816093
18:30,2.9973678160919555
19:00,2.6495249042145588
19:30,2.2895478927203063
20:00,2.044697318007663
20:30,1.891827586206896
21:00,1.7930038314176249
21:30,1.7316053639846738
22:00,1.673352490421456
22:30,1.65648275862069
23:00,1.6225785440613028
23:30,1.6075325670498086
