date,elec1,elec2,elec3,gas
2014-01-01,839.9999999999999,1605.0,679.6,0.0
2014-01-02,724.9999999999998,1680.0999999999997,1539.6999999999996,0.0
2014-01-03,1128.9000000000003,2044.8999999999996,1549.5,0.0
2014-01-04,448.99999999999994,1741.1000000000006,542.1,0.0
2014-01-05,362.20000000000005,1587.4999999999993,544.7,0.0
2014-01-06,1582.6,2335.3999999999987,1684.6999999999998,0.0
2014-01-07,1218.8,2180.4,1727.1999999999996,0.0
2014-01-08,1233.6,2192.8999999999996,1720.8000000000002,0.0
2014-01-09,1217.1999999999996,2192.2,1738.5000000000002,0.0
2014-01-10,1322.7999999999997,2163.9,1721.8,0.0
2014-01-11,399.69999999999993,1645.6999999999998,636.3000000000001,0.0
2014-01-12,355.0,1779.8000000000004,704.5000000000001,0.0
2014-01-13,1570.3999999999996,2296.4000000000005,1786.6000000000001,0.0
2014-01-14,1457.5000000000005,2325.5000000000005,1787.4999999999995,0.0
2014-01-15,1133.8000000000002,1980.1000000000001,1734.2999999999995,0.0
2014-01-16,1303.9999999999998,2225.9999999999995,1709.5999999999997,0.0
2014-01-17,1286.6999999999998,2375.5000000000005,1674.3,0.0
2014-01-18,425.59999999999997,1731.8000000000002,602.7,0.0
2014-01-19,408.6,1739.1999999999998,581.3999999999999,0.0
2014-01-20,1616.4000000000003,2441.4,1765.7999999999993,0.0
2014-01-21,1381.2999999999997,2535.4000000000005,1800.5,0.0
2014-01-22,1323.6999999999996,2677.7000000000003,1789.9,0.0
2014-01-23,1305.5,2569.2999999999993,1771.7000000000005,0.0
2014-01-24,1261.6000000000001,2548.8000000000006,1705.3999999999996,0.0
2014-01-25,416.3999999999999,1762.8,788.1000000000003,0.0
2014-01-26,385.09999999999985,1724.6,747.2,0.0
2014-01-27,1647.0,2452.0,1830.5999999999997,0.0
2014-01-28,1331.3999999999996,2450.7000000000003,1765.1999999999998,0.0
2014-01-29,1361.9999999999998,2576.899999999999,1846.1999999999998,0.0
2014-01-30,1301.8999999999999,2460.1,1764.6999999999996,0.0
2014-01-31,1304.8000000000004,2455.9999999999995,1702.9000000000003,0.0
2014-02-01,453.8,1848.0999999999995,692.8999999999999,0.0
2014-02-02,621.9000000000001,2277.3,646.2,0.0
2014-02-03,1577.5999999999997,2318.8000000000006,1762.5,0.0
2014-02-04,1101.3000000000006,2212.9,1749.3,0.0
2014-02-05,742.0999999999998,2226.3,1716.3999999999999,0.0
2014-02-06,1158.2999999999997,2209.7,1742.3000000000004,0.0
2014-02-07,1149.2000000000003,2069.7000000000003,1712.8999999999999,0.0
2014-02-08,60.6,1153.0,829.9,0.0
2014-02-09,59.10000000000001,897.5999999999999,629.0,0.0
2014-02-10,1554.3999999999999,2157.6999999999994,1775.0999999999997,0.0
2014-02-11,1221.4999999999995,2326.3999999999996,1804.1999999999998,0.0
2014-02-12,804.3999999999996,2263.4999999999995,1826.7000000000003,0.0
2014-02-13,1179.4,2232.5999999999995,1808.8000000000002,0.0
2014-02-14,1179.6999999999998,2103.1,1718.6,0.0
2014-02-15,60.699999999999974,1011.8000000000001,775.2000000000002,0.0
2014-02-16,60.79999999999998,1059.1999999999996,586.5,0.0
2014-02-17,1439.7000000000003,2129.2000000000003,1702.2999999999995,0.0
2014-02-18,1069.3000000000004,2025.1999999999996,1745.4999999999998,0.0
2014-02-19,1168.8,1947.3,1759.5000000000007,0.0
2014-02-20,1142.7999999999997,1985.7000000000005,1732.7000000000005,0.0
2014-02-21,1066.6000000000004,2068.3999999999996,1670.8,0.0
2014-02-22,61.59999999999999,923.6000000000001,616.4000000000001,0.0
2014-02-23,60.39999999999999,930.9,601.4,0.0
2014-02-24,1465.3000000000002,2084.8999999999996,1725.8999999999996,0.0
2014-02-25,1053.2999999999997,2034.3999999999996,1822.4,0.0
2014-02-26,1157.4000000000003,2074.7999999999993,1730.1,0.0
2014-02-27,1105.4999999999995,2052.5,1753.1000000000001,0.0
2014-02-28,1089.6999999999998,2002.1,1741.6,0.0
2014-03-01,60.899999999999984,864.7999999999998,660.7999999999998,0.0
2014-03-02,59.6,879.9,653.9999999999999,0.0
2014-03-03,1021.4,2022.5000000000002,1743.2999999999997,0.0
2014-03-04,1320.7,2008.9,1763.1,0.0
2014-03-05,1350.8000000000002,2038.8000000000006,1789.5000000000002,0.0
2014-03-06,1222.3999999999999,2038.4000000000005,1737.7999999999997,0.0
2014-03-07,1291.8,1950.7,1654.5,0.0
2014-03-08,69.19999999999997,584.9000000000002,608.3999999999999,0.0
2014-03-09,65.69999999999997,490.9,577.0999999999999,0.0
2014-03-10,1248.3,1769.6,1680.9999999999995,0.0
2014-03-11,1186.1000000000004,1989.3000000000002,1765.8000000000004,0.0
2014-03-12,1379.5,2024.7000000000003,1731.1000000000001,0.0
2014-03-13,1484.4000000000003,2074.9,1723.0000000000002,0.0
2014-03-14,1556.7000000000003,1869.9,1675.7,0.0
2014-03-15,92.90000000000002,626.7,665.5000000000002,0.0
2014-03-16,66.69999999999997,573.2,642.0999999999999,0.0
2014-03-17,1310.0000000000005,1904.0,1708.1,0.0
2014-03-18,1246.7000000000005,1879.5,1737.3999999999992,0.0
2014-03-19,1357.6,1903.8000000000002,1722.5,0.0
2014-03-20,1168.1000000000004,1889.4,1643.3000000000004,0.0
2014-03-21,1159.9999999999995,1794.2000000000005,1600.7000000000003,0.0
2014-03-22,65.19999999999995,678.1,587.4999999999999,0.0
2014-03-23,60.300000000000004,789.6,570.8999999999997,0.0
2014-03-24,1471.5000000000005,2008.5999999999997,1669.6,0.0
